sample	total_minimizer_hits	genus	genus_taxid	genus_hits	genus_fraction	species	species_taxid	species_hits	species_fraction
HpGP-SPA-609	488359	Helicobacter	209	482585	0.988177	Helicobacter pylori	210	420959	0.861987
HpGP-SPA-610	480813	Helicobacter	209	474849	0.987596	Helicobacter pylori	210	413180	0.859336
HpGP-SPA-611	487183	Helicobacter	209	481799	0.988949	Helicobacter pylori	210	420814	0.863770
HpGP-SPA-701	483908	Helicobacter	209	478927	0.989707	Helicobacter pylori	210	417061	0.861860
HpGP-SPA-702	473132	Helicobacter	209	467711	0.988542	Helicobacter pylori	210	409901	0.866357
HpGP-SPA-703	467644	Helicobacter	209	462447	0.988887	Helicobacter pylori	210	406576	0.869413
HpGP-SPA-704	478881	Helicobacter	209	473850	0.989494	Helicobacter pylori	210	417129	0.871049
HpGP-SPA-705	470113	Helicobacter	209	465131	0.989403	Helicobacter pylori	210	408503	0.868946
HpGP-SPA-706	478470	Helicobacter	209	473621	0.989866	Helicobacter pylori	210	417150	0.871841
HpGP-SPA-707	499726	Helicobacter	209	493879	0.988300	Helicobacter pylori	210	433684	0.867844
HpGP-SPA-709	491646	Helicobacter	209	480873	0.978088	Helicobacter pylori	210	424790	0.864016
HpGP-SPA-710	485848	Helicobacter	209	480739	0.989484	Helicobacter pylori	210	422657	0.869937
HpGP-SPA-801	496213	Helicobacter	209	489395	0.986260	Helicobacter pylori	210	429603	0.865763
HpGP-SPA-802	480488	Helicobacter	209	475100	0.988786	Helicobacter pylori	210	415449	0.864640
HpGP-SPA-803	479763	Helicobacter	209	474217	0.988440	Helicobacter pylori	210	417847	0.870945
HpGP-SPA-804	477409	Helicobacter	209	472244	0.989181	Helicobacter pylori	210	413333	0.865784
HpGP-SPA-805	466622	Helicobacter	209	461326	0.988650	Helicobacter pylori	210	405860	0.869783
HpGP-SPA-806	486847	Helicobacter	209	481867	0.989771	Helicobacter pylori	210	419634	0.861942
HpGP-SPA-807	487938	Helicobacter	209	482134	0.988105	Helicobacter pylori	210	425750	0.872549
HpGP-SWE-001	475434	Helicobacter	209	466396	0.980990	Helicobacter pylori	210	407117	0.856306
HpGP-SWE-002	495405	Helicobacter	209	489945	0.988979	Helicobacter pylori	210	429722	0.867416
HpGP-SWE-003	473405	Helicobacter	209	468389	0.989404	Helicobacter pylori	210	413066	0.872543
HpGP-SWE-004	472995	Helicobacter	209	467986	0.989410	Helicobacter pylori	210	412713	0.872553
HpGP-SWE-005	494111	Helicobacter	209	488768	0.989187	Helicobacter pylori	210	427345	0.864877
HpGP-SWE-006	484211	Helicobacter	209	478997	0.989232	Helicobacter pylori	210	417694	0.862628
HpGP-SWE-007	483497	Helicobacter	209	478449	0.989559	Helicobacter pylori	210	418914	0.866425
HpGP-SWE-008	493606	Helicobacter	209	488342	0.989336	Helicobacter pylori	210	426944	0.864949
HpGP-SWE-010	492203	Helicobacter	209	486576	0.988568	Helicobacter pylori	210	426425	0.866360
HpGP-SWE-012	497423	Helicobacter	209	492380	0.989862	Helicobacter pylori	210	430253	0.864964
HpGP-SWE-013	487777	Helicobacter	209	480543	0.985169	Helicobacter pylori	210	423371	0.867960
HpGP-SWE-014	471697	Helicobacter	209	466232	0.988414	Helicobacter pylori	210	409048	0.867184
HpGP-SWE-015	481658	Helicobacter	209	476191	0.988650	Helicobacter pylori	210	414098	0.859735
HpGP-SWE-016	474956	Helicobacter	209	469829	0.989205	Helicobacter pylori	210	414325	0.872344
HpGP-SWE-017	481382	Helicobacter	209	476143	0.989117	Helicobacter pylori	210	416726	0.865687
HpGP-SWE-018	487072	Helicobacter	209	481984	0.989554	Helicobacter pylori	210	423608	0.869703
HpGP-SWE-019	486346	Helicobacter	209	481515	0.990067	Helicobacter pylori	210	425599	0.875095
HpGP-SWE-021	467020	Helicobacter	209	461621	0.988439	Helicobacter pylori	210	402015	0.860809
HpGP-SWE-022	479375	Helicobacter	209	473725	0.988214	Helicobacter pylori	210	415543	0.866843
HpGP-SWE-024	478270	Helicobacter	209	472886	0.988743	Helicobacter pylori	210	414568	0.866807
HpGP-SWE-025	480018	Helicobacter	209	474718	0.988959	Helicobacter pylori	210	419281	0.873469
HpGP-SWE-026	489156	Helicobacter	209	484134	0.989733	Helicobacter pylori	210	425796	0.870471
HpGP-SWE-027	466111	Helicobacter	209	461055	0.989153	Helicobacter pylori	210	406142	0.871342
HpGP-SWE-028	484274	Helicobacter	209	479362	0.989857	Helicobacter pylori	210	417947	0.863038
HpGP-SWE-030	488522	Helicobacter	209	481755	0.986148	Helicobacter pylori	210	421080	0.861947
HpGP-SWE-031	483745	Helicobacter	209	478205	0.988548	Helicobacter pylori	210	417209	0.862456
HpGP-SWE-032	492684	Helicobacter	209	487806	0.990099	Helicobacter pylori	210	428480	0.869685
HpGP-SWE-033	478970	Helicobacter	209	471908	0.985256	Helicobacter pylori	210	414287	0.864954
HpGP-SWE-034	478695	Helicobacter	209	473703	0.989572	Helicobacter pylori	210	416588	0.870258
HpGP-SWE-036	474343	Helicobacter	209	469191	0.989139	Helicobacter pylori	210	410399	0.865195
HpGP-SWT-001	493250	Helicobacter	209	487603	0.988551	Helicobacter pylori	210	428289	0.868300
HpGP-SWT-002	470297	Helicobacter	209	465223	0.989211	Helicobacter pylori	210	409169	0.870023
HpGP-SWT-003	505370	Helicobacter	209	500216	0.989802	Helicobacter pylori	210	437406	0.865516
HpGP-SWT-004	495785	Helicobacter	209	489369	0.987059	Helicobacter pylori	210	426292	0.859832
HpGP-SWT-005	497337	Helicobacter	209	492141	0.989552	Helicobacter pylori	210	431155	0.866927
HpGP-SWT-006	476791	Helicobacter	209	471607	0.989127	Helicobacter pylori	210	411784	0.863657
HpGP-SWT-007	490184	Helicobacter	209	484393	0.988186	Helicobacter pylori	210	422062	0.861028
HpGP-SWT-008	486041	Helicobacter	209	481111	0.989857	Helicobacter pylori	210	424746	0.873889
HpGP-SWT-010	470939	Helicobacter	209	465584	0.988629	Helicobacter pylori	210	407184	0.864622
HpGP-SWT-011	486306	Helicobacter	209	481451	0.990017	Helicobacter pylori	210	419549	0.862726
HpGP-SWT-012	474048	Helicobacter	209	468758	0.988841	Helicobacter pylori	210	412129	0.869382
HpGP-SWT-013	464867	Helicobacter	209	459984	0.989496	Helicobacter pylori	210	403674	0.868364
HpGP-SWT-014	484695	Helicobacter	209	479649	0.989589	Helicobacter pylori	210	421379	0.869369
HpGP-SWT-015	476354	Helicobacter	209	470861	0.988469	Helicobacter pylori	210	414771	0.870720
HpGP-SWT-017	473702	Helicobacter	209	468639	0.989312	Helicobacter pylori	210	413233	0.872348
HpGP-TUR-001	489557	Helicobacter	209	484353	0.989370	Helicobacter pylori	210	421948	0.861898
HpGP-TUR-002	467579	Helicobacter	209	462533	0.989208	Helicobacter pylori	210	406191	0.868711
HpGP-TUR-003	464647	Helicobacter	209	459699	0.989351	Helicobacter pylori	210	403464	0.868324
HpGP-TUR-004	494418	Helicobacter	209	486705	0.984400	Helicobacter pylori	210	427126	0.863897
HpGP-TUR-005	467934	Helicobacter	209	462888	0.989216	Helicobacter pylori	210	406484	0.868678
HpGP-TUR-006	484964	Helicobacter	209	479840	0.989434	Helicobacter pylori	210	419798	0.865627
HpGP-TUR-007	484819	Helicobacter	209	479729	0.989501	Helicobacter pylori	210	419550	0.865375
HpGP-TUR-008	494233	Helicobacter	209	489320	0.990059	Helicobacter pylori	210	426487	0.862927
HpGP-TUR-009	473809	Helicobacter	209	468543	0.988886	Helicobacter pylori	210	412992	0.871642
HpGP-TUR-010	480097	Helicobacter	209	474917	0.989211	Helicobacter pylori	210	411578	0.857281
HpGP-TUR-011	484867	Helicobacter	209	479767	0.989482	Helicobacter pylori	210	419697	0.865592
HpGP-TUR-014	481256	Helicobacter	209	476160	0.989411	Helicobacter pylori	210	414687	0.861677
HpGP-TUR-016	487893	Helicobacter	209	482128	0.988184	Helicobacter pylori	210	425492	0.872101
HpGP-TUR-017	488572	Helicobacter	209	482949	0.988491	Helicobacter pylori	210	423414	0.866636
HpGP-TUR-021	484179	Helicobacter	209	479085	0.989479	Helicobacter pylori	210	419104	0.865597
HpGP-TUR-022	483213	Helicobacter	209	478061	0.989338	Helicobacter pylori	210	414042	0.856852
HpGP-TUR-023	490237	Helicobacter	209	485082	0.989485	Helicobacter pylori	210	422973	0.862793
HpGP-TWN-001	482322	Helicobacter	209	475507	0.985870	Helicobacter pylori	210	417738	0.866098
HpGP-TWN-002	466027	Helicobacter	209	460916	0.989033	Helicobacter pylori	210	405258	0.869602
HpGP-TWN-003	477410	Helicobacter	209	472270	0.989234	Helicobacter pylori	210	417003	0.873469
HpGP-TWN-004	476962	Helicobacter	209	471543	0.988639	Helicobacter pylori	210	415571	0.871287
HpGP-TWN-005	480614	Helicobacter	209	475522	0.989405	Helicobacter pylori	210	416133	0.865836
HpGP-TWN-006	476937	Helicobacter	209	471506	0.988613	Helicobacter pylori	210	415477	0.871136
HpGP-TWN-007	489306	Helicobacter	209	484211	0.989587	Helicobacter pylori	210	421622	0.861673
HpGP-TWN-008	478203	Helicobacter	209	472925	0.988963	Helicobacter pylori	210	417344	0.872734
HpGP-TWN-009	476534	Helicobacter	209	471219	0.988847	Helicobacter pylori	210	415657	0.872250
HpGP-TWN-010	482709	Helicobacter	209	477533	0.989277	Helicobacter pylori	210	418799	0.867601
HpGP-TWN-016	484663	Helicobacter	209	479600	0.989554	Helicobacter pylori	210	417113	0.860625
HpGP-TWN-017	485387	Helicobacter	209	480221	0.989357	Helicobacter pylori	210	416927	0.858958
HpGP-TWN-018	492803	Helicobacter	209	487644	0.989531	Helicobacter pylori	210	424116	0.860620
HpGP-TWN-019	477855	Helicobacter	209	472840	0.989505	Helicobacter pylori	210	417116	0.872892
HpGP-TWN-020	490719	Helicobacter	209	484215	0.986746	Helicobacter pylori	210	425091	0.866262
HpGP-TWN-021	473826	Helicobacter	209	468655	0.989087	Helicobacter pylori	210	411972	0.869458
HpGP-TWN-022	470371	Helicobacter	209	465350	0.989325	Helicobacter pylori	210	410357	0.872411
HpGP-TWN-023	470846	Helicobacter	209	465755	0.989188	Helicobacter pylori	210	410219	0.871238
HpGP-TWN-024	497848	Helicobacter	209	492265	0.988786	Helicobacter pylori	210	430068	0.863854
HpGP-TWN-026	489510	Helicobacter	209	484417	0.989596	Helicobacter pylori	210	423092	0.864317
HpGP-TWN-027	509319	Helicobacter	209	504031	0.989618	Helicobacter pylori	210	434462	0.853025
HpGP-TWN-028	479242	Helicobacter	209	473992	0.989045	Helicobacter pylori	210	414803	0.865540
HpGP-TWN-029	479038	Helicobacter	209	473949	0.989377	Helicobacter pylori	210	415277	0.866898
HpGP-TWN-030	465765	Helicobacter	209	460680	0.989082	Helicobacter pylori	210	404848	0.869211
HpGP-USA-001	483361	Helicobacter	209	478221	0.989366	Helicobacter pylori	210	419096	0.867046
HpGP-USA-002	496007	Helicobacter	209	490286	0.988466	Helicobacter pylori	210	430756	0.868447
HpGP-USA-003	491444	Helicobacter	209	486235	0.989401	Helicobacter pylori	210	430684	0.876364
HpGP-USA-004	484156	Helicobacter	209	478479	0.988274	Helicobacter pylori	210	422817	0.873307
HpGP-USA-005	464735	Helicobacter	209	459447	0.988621	Helicobacter pylori	210	403652	0.868564
HpGP-USA-008	480476	Helicobacter	209	474451	0.987460	Helicobacter pylori	210	413216	0.860014
HpGP-USA-009	482028	Helicobacter	209	476901	0.989364	Helicobacter pylori	210	420267	0.871873
HpGP-USA-011	493618	Helicobacter	209	488389	0.989407	Helicobacter pylori	210	426758	0.864551
HpGP-USA-101	483207	Helicobacter	209	478096	0.989423	Helicobacter pylori	210	422080	0.873497
HpGP-USA-102	501485	Helicobacter	209	496315	0.989691	Helicobacter pylori	210	437937	0.873280
HpGP-USA-104	482412	Helicobacter	209	477338	0.989482	Helicobacter pylori	210	422217	0.875221
HpGP-USA-105	490652	Helicobacter	209	485513	0.989526	Helicobacter pylori	210	427173	0.870623
HpGP-USA-106	489963	Helicobacter	209	484221	0.988281	Helicobacter pylori	210	423038	0.863408
HpGP-USA-115	489417	Helicobacter	209	483844	0.988613	Helicobacter pylori	210	422233	0.862726
HpGP-USA-116	479646	Helicobacter	209	473964	0.988154	Helicobacter pylori	210	412458	0.859922
HpGP-USA-119	480309	Helicobacter	209	474846	0.988626	Helicobacter pylori	210	413400	0.860696
HpGP-USA-120	478349	Helicobacter	209	472888	0.988584	Helicobacter pylori	210	411399	0.860039
HpGP-USA-123	476069	Helicobacter	209	470942	0.989231	Helicobacter pylori	210	414991	0.871703
HpGP-USA-201	496523	Helicobacter	209	488065	0.982966	Helicobacter pylori	210	430009	0.866040
HpGP-USA-202	478245	Helicobacter	209	472909	0.988843	Helicobacter pylori	210	418377	0.874817
HpGP-USA-203	493110	Helicobacter	209	488062	0.989763	Helicobacter pylori	210	428929	0.869844
HpGP-USA-204	513526	Helicobacter	209	507029	0.987348	Helicobacter pylori	210	443767	0.864157
HpGP-USA-205	459085	Helicobacter	209	453464	0.987756	Helicobacter pylori	210	397515	0.865885
HpGP-USA-206	505736	Helicobacter	209	500400	0.989449	Helicobacter pylori	210	439087	0.868214
HpGP-USA-207	464785	Helicobacter	209	459747	0.989161	Helicobacter pylori	210	404495	0.870284
HpGP-USA-208	484771	Helicobacter	209	479677	0.989492	Helicobacter pylori	210	419372	0.865093
HpGP-USA-301	476429	Helicobacter	209	471270	0.989172	Helicobacter pylori	210	416467	0.874143
HpGP-USA-302	493991	Helicobacter	209	488474	0.988832	Helicobacter pylori	210	431558	0.873615
HpGP-USA-303	482596	Helicobacter	209	477383	0.989198	Helicobacter pylori	210	422806	0.876108
HpGP-USA-304	479409	Helicobacter	209	474477	0.989712	Helicobacter pylori	210	417172	0.870180
HpGP-USA-305	498302	Helicobacter	209	493216	0.989793	Helicobacter pylori	210	434266	0.871492
HpGP-USA-306	497740	Helicobacter	209	492585	0.989643	Helicobacter pylori	210	434284	0.872512
HpGP-USA-311	491065	Helicobacter	209	485742	0.989160	Helicobacter pylori	210	426392	0.868301
HpGP-USA-401	477381	Helicobacter	209	472339	0.989438	Helicobacter pylori	210	416529	0.872529
HpGP-USA-402	482825	Helicobacter	209	477456	0.988880	Helicobacter pylori	210	415267	0.860078
HpGP-USA-403	479200	Helicobacter	209	474120	0.989399	Helicobacter pylori	210	418755	0.873863
HpGP-USA-404	477562	Helicobacter	209	472443	0.989281	Helicobacter pylori	210	416610	0.872368
HpGP-USA-405	490925	Helicobacter	209	485338	0.988619	Helicobacter pylori	210	424095	0.863869
HpGP-USA-406	483089	Helicobacter	209	478058	0.989586	Helicobacter pylori	210	422104	0.873760
HpGP-USA-407	481677	Helicobacter	209	476067	0.988353	Helicobacter pylori	210	414434	0.860398
HpGP-USA-408	480112	Helicobacter	209	474198	0.987682	Helicobacter pylori	210	418891	0.872486
HpGP-USA-409	487229	Helicobacter	209	482000	0.989268	Helicobacter pylori	210	423796	0.869809
HpGP-USA-410	478291	Helicobacter	209	472839	0.988601	Helicobacter pylori	210	411636	0.860639
HpGP-USA-411	469737	Helicobacter	209	464648	0.989166	Helicobacter pylori	210	410124	0.873093
HpGP-USA-412	480339	Helicobacter	209	475077	0.989045	Helicobacter pylori	210	417620	0.869428
HpGP-USA-413	481743	Helicobacter	209	476450	0.989013	Helicobacter pylori	210	421106	0.874130
HpGP-USA-414	475269	Helicobacter	209	470147	0.989223	Helicobacter pylori	210	409640	0.861912
HpGP-USA-415	484247	Helicobacter	209	479194	0.989565	Helicobacter pylori	210	424614	0.876854
HpGP-USA-416	497832	Helicobacter	209	492519	0.989328	Helicobacter pylori	210	431045	0.865844
HpGP-USA-417	466777	Helicobacter	209	461726	0.989179	Helicobacter pylori	210	407955	0.873983
HpGP-USA-418	489981	Helicobacter	209	484596	0.989010	Helicobacter pylori	210	429195	0.875942
HpGP-USA-419	480684	Helicobacter	209	475448	0.989107	Helicobacter pylori	210	420704	0.875219
HpGP-USA-420	473767	Helicobacter	209	468649	0.989197	Helicobacter pylori	210	413695	0.873203
HpGP-USA-421	501369	Helicobacter	209	496073	0.989437	Helicobacter pylori	210	434194	0.866017
HpGP-USA-422	463456	Helicobacter	209	457421	0.986978	Helicobacter pylori	210	403624	0.870900
HpGP-USA-423	507503	Helicobacter	209	502031	0.989218	Helicobacter pylori	210	436480	0.860054
HpGP-USA-424	499160	Helicobacter	209	493422	0.988505	Helicobacter pylori	210	430291	0.862030
HpGP-USA-425	491265	Helicobacter	209	485314	0.987886	Helicobacter pylori	210	423645	0.862355
HpGP-USA-427	483547	Helicobacter	209	478288	0.989124	Helicobacter pylori	210	422075	0.872873
HpGP-USA-428	489113	Helicobacter	209	483966	0.989477	Helicobacter pylori	210	428834	0.876759
HpGP-USA-429	480740	Helicobacter	209	475152	0.988376	Helicobacter pylori	210	418484	0.870500
HpGP-USA-431	485059	Helicobacter	209	479518	0.988577	Helicobacter pylori	210	416219	0.858079
HpGP-USA-432	487609	Helicobacter	209	482436	0.989391	Helicobacter pylori	210	425671	0.872976
HpGP-USA-433	499610	Helicobacter	209	493327	0.987424	Helicobacter pylori	210	435306	0.871292
HpGP-USA-434	488215	Helicobacter	209	482955	0.989226	Helicobacter pylori	210	426775	0.874154
HpGP-USA-435	450550	Helicobacter	209	445485	0.988758	Helicobacter pylori	210	390987	0.867799
HpGP-USA-436	493637	Helicobacter	209	488148	0.988880	Helicobacter pylori	210	426484	0.863963
HpGP-USA-437	479605	Helicobacter	209	474346	0.989035	Helicobacter pylori	210	419741	0.875181
HpGP-VNM-001	476832	Helicobacter	209	469489	0.984600	Helicobacter pylori	210	414063	0.868362
HpGP-VNM-002	486457	Helicobacter	209	479218	0.985119	Helicobacter pylori	210	417669	0.858594
HpGP-VNM-003	479792	Helicobacter	209	474302	0.988558	Helicobacter pylori	210	417526	0.870223
HpGP-VNM-004	477219	Helicobacter	209	472259	0.989606	Helicobacter pylori	210	417391	0.874632
HpGP-VNM-005	478848	Helicobacter	209	471859	0.985405	Helicobacter pylori	210	416104	0.868969
HpGP-VNM-006	473825	Helicobacter	209	468810	0.989416	Helicobacter pylori	210	413508	0.872702
HpGP-VNM-007	489480	Helicobacter	209	484352	0.989524	Helicobacter pylori	210	422267	0.862685
HpGP-VNM-008	473466	Helicobacter	209	468153	0.988778	Helicobacter pylori	210	412108	0.870407
HpGP-VNM-009	485719	Helicobacter	209	480631	0.989525	Helicobacter pylori	210	424394	0.873744
HpGP-ZAF-001	429665	Helicobacter	209	424664	0.988361	Helicobacter pylori	210	324114	0.754341
HpGP-ZAF-002	493319	Helicobacter	209	487924	0.989064	Helicobacter pylori	210	428836	0.869287
HpGP-ZAF-004	486391	Helicobacter	209	481436	0.989813	Helicobacter pylori	210	419032	0.861513
HpGP-ZAF-006	413904	Helicobacter	209	408999	0.988149	Helicobacter pylori	210	310257	0.749587
HpGP-ZAF-007	416660	Helicobacter	209	411554	0.987745	Helicobacter pylori	210	312580	0.750204
HpGP-ZAF-008	441031	Helicobacter	209	436208	0.989064	Helicobacter pylori	210	373227	0.846260
HpGP-ZAF-009	425821	Helicobacter	209	420851	0.988328	Helicobacter pylori	210	322594	0.757581
HpGP-ZAF-010	486760	Helicobacter	209	481599	0.989397	Helicobacter pylori	210	414374	0.851290
HpGP-ZAF-011	501967	Helicobacter	209	494309	0.984744	Helicobacter pylori	210	431269	0.859158
